A1,A2,A3,A4,PrestateA1,PrestateA2,PrestateA3,PrestateA4,BacknodeA1,BacknodeA2,BacknodeA3,BacknodeA4,Light,0.853931754,A1,A2,A3,A4
1,3,4,2,1,0,1,1,1,1,0,0,A3,0.936406953,9,253,300,75
1,3,4,2,1,0,1,1,1,1,0,1,A3,0.88847291,9,240,142,36
1,3,4,2,1,0,1,1,1,1,1,0,A3,0.609345726,6,55,97,24
1,3,4,2,1,0,1,1,1,1,1,1,A3,0.188097335,2,34,120,8
1,3,4,2,1,1,0,0,0,0,0,0,A3,0.368315853,4,33,177,15
1,3,4,2,1,1,0,0,0,0,0,1,A3,0.584022933,6,158,187,47
1,3,4,2,1,1,0,0,0,0,1,0,A3,0.193408214,2,17,124,15
1,3,4,2,1,1,0,0,0,0,1,1,A3,0.67140395,7,121,107,27
1,3,4,2,1,1,0,0,0,1,0,0,A3,0.655777761,7,118,105,26
1,3,4,2,1,1,0,0,0,1,0,1,A3,0.962134908,10,260,154,77
1,3,4,2,1,1,0,0,0,1,1,0,A3,0.827996658,8,224,397,66
1,3,4,2,1,1,0,0,0,1,1,1,A3,0.770473478,8,139,493,31
1,3,4,2,1,1,0,0,1,0,0,0,A3,0.922019956,9,166,295,74
1,3,4,2,1,1,0,0,1,0,0,1,A3,0.711270081,7,192,114,57
1,3,4,2,1,1,0,0,1,0,1,0,A3,0.600176416,6,162,288,24
1,3,4,2,1,1,0,0,1,0,1,1,A3,0.049161405,0,4,31,4
1,3,4,2,1,1,0,0,1,1,0,0,A3,0.256033955,3,69,123,10
1,3,4,2,1,1,0,0,1,1,0,1,A3,0.59446677,6,54,95,24
1,3,4,2,1,1,0,0,1,1,1,0,A3,0.770708035,8,208,247,62
1,3,4,2,1,1,0,0,1,1,1,1,A3,0.493169354,5,44,158,39
1,3,4,2,1,1,0,1,0,0,0,0,A3,0.689682527,7,62,441,28
1,3,4,2,1,1,0,1,0,0,0,1,A3,0.01630376,0,1,8,1
1,3,4,2,1,1,0,1,0,0,1,0,A3,0.857168309,9,77,549,34
1,3,4,2,1,1,0,1,0,0,1,1,A3,0.714152618,7,64,114,57
1,3,4,2,1,1,0,1,0,1,0,0,A3,0.410982569,4,111,263,33
1,3,4,2,1,1,0,1,0,1,0,1,A3,0.288032584,3,26,92,12
1,3,4,2,1,1,0,1,0,1,1,0,A3,0.209898309,2,38,134,17
1,3,4,2,1,1,0,1,0,1,1,1,A3,0.342365494,3,31,110,27
1,3,4,2,1,1,0,1,1,0,0,0,A3,0.696498812,7,188,223,56
1,3,4,2,1,1,0,1,1,0,0,1,A3,0.975800908,10,263,468,78
1,3,4,2,1,1,0,1,1,0,1,0,A3,0.971522715,10,262,466,39
1,3,4,2,1,1,0,1,1,0,1,1,A3,0.014007039,0,1,7,1
1,3,4,2,1,1,0,1,1,1,0,0,A3,0.819978403,8,148,394,66
1,3,4,2,1,1,0,1,1,1,0,1,A3,0.10723944,1,19,34,4
1,3,4,2,1,1,0,1,1,1,1,0,A3,0.647232551,6,175,207,52
1,3,4,2,1,1,0,1,1,1,1,1,A3,0.165186343,2,15,106,13
1,3,4,2,1,1,1,0,0,0,0,0,A3,0.60821144,6,164,97,24
1,3,4,2,1,1,1,0,0,0,0,1,A3,0.436332399,4,39,209,35
1,3,4,2,1,1,1,0,0,0,1,0,A3,0.62346953,6,168,100,25
1,3,4,2,1,1,1,0,0,0,1,1,A3,0.641586064,6,173,411,51
1,3,4,2,1,1,1,0,0,1,0,0,A3,0.580964849,6,52,186,23
1,3,4,2,1,1,1,0,0,1,0,1,A3,0.49828946,5,135,80,40
1,3,4,2,1,1,1,0,0,1,1,0,A3,0.355456355,4,96,227,28
1,3,4,2,1,1,1,0,0,1,1,1,A3,0.741213589,7,67,237,30
1,3,4,2,1,1,1,0,1,0,0,0,A3,0.394919848,4,107,190,32
1,3,4,2,1,1,1,0,1,0,0,1,A3,0.899204073,9,243,288,72
1,3,4,2,1,1,1,0,1,0,1,0,A3,0.12960595,1,12,41,5
1,3,4,2,1,1,1,0,1,0,1,1,A3,0.513894478,5,93,164,21
1,3,4,2,1,1,1,0,1,1,0,0,A3,0.504397298,5,91,242,40
1,3,4,2,1,1,1,0,1,1,0,1,A3,0.168657941,2,15,54,7
1,3,4,2,1,1,1,0,1,1,1,0,A3,0.579564543,6,52,371,23
1,3,4,2,1,1,1,0,1,1,1,1,A3,0.123068525,1,33,59,10
1,3,4,2,1,1,1,1,0,0,0,0,A3,0.990286087,10,178,317,79
1,3,4,2,1,1,1,1,0,0,0,1,A3,0.760692207,8,68,122,30
1,3,4,2,1,1,1,1,0,0,1,0,A3,0.333236112,3,60,213,27
1,3,4,2,1,1,1,1,0,0,1,1,A3,0.578501601,6,156,370,23
1,3,4,2,1,1,1,1,0,1,0,0,A3,0.120258355,1,11,58,10
1,3,4,2,1,1,1,1,0,1,0,1,A3,0.868030311,9,234,278,35
1,3,4,2,1,1,1,1,0,1,1,0,A3,0.233131081,2,63,37,19
1,3,4,2,1,1,1,1,0,1,1,1,A3,0.73976454,7,200,237,59
1,3,4,2,1,1,1,1,1,0,0,0,A3,0.825366012,8,74,396,33
1,3,4,2,1,1,1,1,1,0,0,1,A3,0.064160916,1,12,10,5
1,3,4,2,1,1,1,1,1,0,1,0,A3,0.841094711,8,227,538,34
1,3,4,2,1,1,1,1,1,0,1,1,A3,0.382642395,4,103,184,31
1,3,4,2,1,1,1,1,1,1,0,0,A3,0.052052356,1,9,17,4
1,3,4,2,1,1,1,1,1,1,0,1,A3,0.046394513,0,13,22,2
1,3,4,2,1,1,1,1,1,1,1,0,A3,0.061659888,1,11,30,5
1,3,4,2,1,1,1,1,1,1,1,1,A3,0.078654293,1,14,13,6
1,4,2,3,0,0,0,0,0,0,0,0,A2,0.468449825,5,75,37,126
1,4,2,3,0,0,0,0,0,0,0,1,A2,0.381106437,4,122,15,34
1,4,2,3,0,0,0,0,0,0,1,0,A2,0.547903108,5,175,44,148
1,4,2,3,0,0,0,0,0,0,1,1,A2,0.203391826,2,98,8,37
1,4,2,3,0,0,0,0,0,1,0,0,A2,0.126956272,1,81,5,23
1,4,2,3,0,0,0,0,0,1,0,1,A2,0.662827316,7,318,27,179
1,4,2,3,0,0,0,0,0,1,1,0,A2,0.692168837,7,221,55,125
1,4,2,3,0,0,0,0,0,1,1,1,A2,0.64864107,6,415,52,175
1,4,2,3,0,0,0,0,1,0,0,0,A2,0.379350046,4,243,15,34
1,4,2,3,0,0,0,0,1,0,0,1,A2,0.981213628,10,628,78,265
1,4,2,3,0,0,0,0,1,0,1,0,A2,0.568389823,6,364,45,102
1,4,2,3,0,0,0,0,1,0,1,1,A2,0.064640866,1,10,5,6
1,4,2,3,0,0,0,0,1,1,0,0,A2,0.561762671,6,180,45,152
1,4,2,3,0,0,0,0,1,1,0,1,A2,0.471833224,5,226,19,127
1,4,2,3,0,0,0,0,1,1,1,0,A2,0.662724192,7,212,27,179
1,4,2,3,0,0,0,0,1,1,1,1,A2,0.14098477,1,68,6,13
1,4,2,3,0,0,0,1,0,0,0,0,A2,0.974799409,10,468,78,175
1,4,2,3,0,0,0,1,0,0,0,1,A2,0.551734186,6,353,44,99
1,4,2,3,0,0,0,1,0,0,1,0,A2,0.739304479,7,473,30,200
1,4,2,3,0,0,0,1,0,0,1,1,A2,0.377570866,4,242,15,68
1,4,2,3,0,0,0,1,0,1,0,0,A2,0.791225848,8,127,63,214
1,4,2,3,0,0,0,1,0,1,0,1,A2,0.691982271,7,332,28,187
1,4,2,3,0,0,0,1,0,1,1,0,A2,0.862038479,9,276,69,78
1,4,2,3,0,0,0,1,0,1,1,1,A2,0.219409196,2,70,9,39
1,4,2,3,0,0,0,1,1,0,0,0,A2,0.131973487,1,63,5,36
1,4,2,3,0,0,0,1,1,0,0,1,A2,0.580147493,6,186,46,104
1,4,2,3,0,0,0,1,1,0,1,0,A2,0.547476498,5,350,44,99
1,4,2,3,0,0,0,1,1,0,1,1,A2,0.091308853,1,58,4,16
1,4,2,3,0,0,0,1,1,1,0,0,A2,0.758617605,8,486,61,205
1,4,2,3,0,0,0,1,1,1,0,1,A2,0.099723455,1,48,4,9
1,4,2,3,0,0,0,1,1,1,1,0,A2,0.840097573,8,403,67,227
1,4,2,3,0,0,0,1,1,1,1,1,A2,0.749171965,7,240,60,67
1,4,2,3,0,0,1,0,0,0,0,0,A2,0.452773056,5,72,18,41
1,4,2,3,0,0,1,0,0,0,0,1,A2,0.783358856,8,251,63,71
1,4,2,3,0,0,1,0,0,0,1,0,A2,0.848974364,8,543,34,229
1,4,2,3,0,0,1,0,0,0,1,1,A2,0.656634946,7,420,26,118
1,4,2,3,0,0,1,0,0,1,0,0,A2,0.659698959,7,106,26,59
1,4,2,3,0,0,1,0,0,1,0,1,A2,0.711703957,7,342,28,64
1,4,2,3,0,0,1,0,0,1,1,0,A2,0.138729535,1,67,6,25
1,4,2,3,0,0,1,0,0,1,1,1,A2,0.687180674,7,220,55,124
1,4,2,3,0,0,1,0,1,0,0,0,A2,0.847426869,8,407,68,76
1,4,2,3,0,0,1,0,1,0,0,1,A2,0.06840952,1,33,5,6
1,4,2,3,0,0,1,0,1,0,1,0,A2,0.615372511,6,98,25,111
1,4,2,3,0,0,1,0,1,0,1,1,A2,0.33023246,3,159,26,89
1,4,2,3,0,0,1,0,1,1,0,0,A2,0.204552017,2,98,16,18
1,4,2,3,0,0,1,0,1,1,0,1,A2,0.434945453,4,278,35,78
1,4,2,3,0,0,1,0,1,1,1,0,A2,0.403940919,4,259,16,73
1,4,2,3,0,0,1,0,1,1,1,1,A2,0.827839203,8,265,33,224
1,4,2,3,0,0,1,1,0,0,0,0,A2,0.21244274,2,34,17,38
1,4,2,3,0,0,1,1,0,0,0,1,A2,0.383752715,4,246,31,35
1,4,2,3,0,0,1,1,0,0,1,0,A2,0.550528802,6,88,44,50
1,4,2,3,0,0,1,1,0,0,1,1,A2,0.148767517,1,24,12,13
1,4,2,3,0,0,1,1,0,1,0,0,A2,0.168529298,2,81,7,30
1,4,2,3,0,0,1,1,0,1,0,1,A2,0.142341557,1,91,11,26
1,4,2,3,0,0,1,1,0,1,1,0,A2,0.98541462,10,473,79,89
1,4,2,3,0,0,1,1,0,1,1,1,A2,0.285024356,3,182,23,77
1,4,2,3,0,0,1,1,1,0,0,0,A2,0.099772781,1,16,4,18
1,4,2,3,0,0,1,1,1,0,0,1,A2,0.890593791,9,427,71,160
1,4,2,3,0,0,1,1,1,0,1,0,A2,0.101782305,1,49,8,9
1,4,2,3,0,0,1,1,1,0,1,1,A2,0.932065275,9,149,37,84
1,4,2,3,0,0,1,1,1,1,0,0,A2,0.223431597,2,71,18,40
1,4,2,3,0,0,1,1,1,1,0,1,A2,0.179023388,2,29,14,16
1,4,2,3,0,0,1,1,1,1,1,0,A2,0.543786003,5,87,22,147
1,4,2,3,0,0,1,1,1,1,1,1,A2,0.189453832,2,61,8,17
1,4,2,3,0,1,0,0,0,0,0,0,A2,0.429317378,4,275,34,77
1,4,2,3,0,1,0,0,0,0,0,1,A2,0.59019694,6,94,24,53
1,4,2,3,0,1,0,0,0,0,1,0,A2,0.091914756,1,44,4,25
1,4,2,3,0,1,0,0,0,0,1,1,A2,0.69359509,7,222,28,187
1,4,2,3,0,1,0,0,0,1,0,0,A4,0.679137701,7,435,27,183
1,4,2,3,0,1,0,0,0,1,0,1,A2,0.260256559,3,83,21,47
1,4,2,3,0,1,0,0,0,1,1,0,A4,0.441245291,4,212,35,79
1,4,2,3,0,1,0,0,0,1,1,1,A2,0.348076056,3,223,14,94
1,4,2,3,0,1,0,0,1,0,0,0,A2,0.567828877,6,182,45,51
1,4,2,3,0,1,0,0,1,0,0,1,A2,0.946797209,9,606,38,170
1,4,2,3,0,1,0,0,1,0,1,0,A2,0.845633396,8,271,68,152
1,4,2,3,0,1,0,0,1,0,1,1,A2,0.67876395,7,109,54,122
1,4,2,3,0,1,0,0,1,1,0,0,A4,0.330577025,3,53,26,89
1,4,2,3,0,1,0,0,1,1,0,1,A2,0.605379729,6,387,48,163
1,4,2,3,0,1,0,0,1,1,1,0,A4,0.159301714,2,76,6,14
1,4,2,3,0,1,0,0,1,1,1,1,A2,0.788538994,8,126,32,213
1,4,2,3,0,1,0,1,0,0,0,0,A2,0.787819529,8,252,32,71
1,4,2,3,0,1,0,1,0,0,0,1,A2,0.454099259,5,73,18,41
1,4,2,3,0,1,0,1,0,0,1,0,A2,0.156244275,2,50,12,28
1,4,2,3,0,1,0,1,0,0,1,1,A2,0.990771559,10,317,79,89
1,4,2,3,0,1,0,1,0,1,0,0,A2,0.374329728,4,180,30,34
1,4,2,3,0,1,0,1,0,1,0,1,A2,0.951539562,10,152,76,86
1,4,2,3,0,1,0,1,0,1,1,0,A2,0.73436201,7,352,59,198
1,4,2,3,0,1,0,1,0,1,1,1,A2,0.924971517,9,296,37,166
1,4,2,3,0,1,0,1,1,0,0,0,A2,0.655851236,7,315,52,118
1,4,2,3,0,1,0,1,1,0,0,1,A2,0.120743679,1,39,10,33
1,4,2,3,0,1,0,1,1,0,1,0,A2,0.781773484,8,375,63,70
1,4,2,3,0,1,0,1,1,0,1,1,A2,0.296722678,3,190,24,27
1,4,2,3,0,1,0,1,1,1,0,0,A2,0.253363884,3,81,10,46
1,4,2,3,0,1,0,1,1,1,0,1,A2,0.839288219,8,537,34,227
1,4,2,3,0,1,0,1,1,1,1,0,A2,0.373420015,4,179,15,67
1,4,2,3,0,1,0,1,1,1,1,1,A2,0.403461901,4,129,16,36
1,4,2,3,0,1,1,0,0,0,0,0,A2,0.457751518,5,220,18,124
1,4,2,3,0,1,1,0,0,0,0,1,A2,0.33489923,3,161,27,90
1,4,2,3,0,1,1,0,0,0,1,0,A2,0.472931336,5,76,38,85
1,4,2,3,0,1,1,0,0,0,1,1,A2,0.592382236,6,95,24,53
1,4,2,3,0,1,1,0,0,1,0,0,A4,0.820541469,8,394,33,74
1,4,2,3,0,1,1,0,0,1,0,1,A2,0.126505265,1,40,5,11
1,4,2,3,0,1,1,0,0,1,1,0,A4,0.155220865,2,25,6,28
1,4,2,3,0,1,1,0,0,1,1,1,A2,0.599289598,6,288,48,108
1,4,2,3,0,1,1,0,1,0,0,0,A2,0.894292851,9,572,36,80
1,4,2,3,0,1,1,0,1,0,0,1,A2,0.202720897,2,130,16,55
1,4,2,3,0,1,1,0,1,0,1,0,A2,0.231832589,2,111,19,21
1,4,2,3,0,1,1,0,1,0,1,1,A2,0.48846808,5,156,39,132
1,4,2,3,0,1,1,0,1,1,0,0,A4,0.128220442,1,82,5,23
1,4,2,3,0,1,1,0,1,1,0,1,A2,0.310844541,3,199,12,28
1,4,2,3,0,1,1,0,1,1,1,0,A4,0.906640156,9,290,73,82
1,4,2,3,0,1,1,0,1,1,1,1,A2,0.087118445,1,56,7,8
1,4,2,3,0,1,1,1,0,0,0,0,A2,0.479203125,5,307,19,86
1,4,2,3,0,1,1,1,0,0,0,1,A2,0.847620782,8,271,34,229
1,4,2,3,0,1,1,1,0,0,1,0,A2,0.232366993,2,74,9,42
1,4,2,3,0,1,1,1,0,0,1,1,A2,0.627052602,6,301,50,113
1,4,2,3,0,1,1,1,0,1,0,0,A2,0.913613523,9,585,73,247
1,4,2,3,0,1,1,1,0,1,0,1,A2,0.115442735,1,37,9,21
1,4,2,3,0,1,1,1,0,1,1,0,A2,0.445486294,4,143,18,80
1,4,2,3,0,1,1,1,0,1,1,1,A2,0.768741012,8,246,31,69
1,4,2,3,0,1,1,1,1,0,0,0,A2,0.122531104,1,78,10,11
1,4,2,3,0,1,1,1,1,0,0,1,A2,0.534903442,5,342,43,96
1,4,2,3,0,1,1,1,1,0,1,0,A2,0.212748754,2,102,17,38
1,4,2,3,0,1,1,1,1,0,1,1,A2,0.725896611,7,348,29,131
1,4,2,3,0,1,1,1,1,1,0,0,A2,0.950152015,10,304,38,171
1,4,2,3,0,1,1,1,1,1,0,1,A2,0.112186618,1,18,9,10
1,4,2,3,0,1,1,1,1,1,1,0,A2,0.287190564,3,184,23,52
1,4,2,3,0,1,1,1,1,1,1,1,A2,0.612401865,6,392,24,55
1,4,2,3,1,0,0,0,0,0,0,0,A2,0.969698588,10,465,39,87
1,4,2,3,1,0,0,0,0,0,0,1,A2,0.924406437,9,296,37,250
1,4,2,3,1,0,0,0,0,0,1,0,A2,0.873910674,9,280,35,79
1,4,2,3,1,0,0,0,0,0,1,1,A2,0.59826634,6,96,24,54
1,4,2,3,1,0,0,0,0,1,0,0,A2,0.10794587,1,35,9,19
1,4,2,3,1,0,0,0,0,1,0,1,A2,0.867389638,9,278,35,156
1,4,2,3,1,0,0,0,0,1,1,0,A2,0.994692029,10,318,80,179
1,4,2,3,1,0,0,0,0,1,1,1,A2,0.217740176,2,70,17,20
1,4,2,3,1,0,0,0,1,0,0,0,A2,0.446229842,4,214,36,40
1,4,2,3,1,0,0,0,1,0,0,1,A2,0.367464169,4,176,29,66
1,4,2,3,1,0,0,0,1,0,1,0,A2,0.536078148,5,172,21,96
1,4,2,3,1,0,0,0,1,0,1,1,A2,0.952188159,10,305,76,86
1,4,2,3,1,0,0,0,1,1,0,0,A2,0.434061899,4,208,17,39
1,4,2,3,1,0,0,0,1,1,0,1,A2,0.437126519,4,70,17,118
1,4,2,3,1,0,0,0,1,1,1,0,A2,0.891277619,9,428,36,241
1,4,2,3,1,0,0,0,1,1,1,1,A2,0.403988622,4,259,16,73
1,4,2,3,1,0,0,1,0,0,0,0,A2,0.32511212,3,208,26,88
1,4,2,3,1,0,0,1,0,0,0,1,A2,0.433695233,4,69,17,78
1,4,2,3,1,0,0,1,0,0,1,0,A2,0.441055968,4,141,35,119
1,4,2,3,1,0,0,1,0,0,1,1,A2,0.282664815,3,45,11,51
1,4,2,3,1,0,0,1,0,1,0,0,A2,0.094737805,1,15,8,17
1,4,2,3,1,0,0,1,0,1,0,1,A2,0.981320557,10,471,79,177
1,4,2,3,1,0,0,1,0,1,1,0,A2,0.603438094,6,386,48,109
1,4,2,3,1,0,0,1,0,1,1,1,A2,0.073884662,1,35,6,13
1,4,2,3,1,0,0,1,1,0,0,0,A2,0.198619887,2,95,8,36
1,4,2,3,1,0,0,1,1,0,0,1,A2,0.601414115,6,96,48,108
1,4,2,3,1,0,0,1,1,0,1,0,A2,0.085668722,1,41,7,23
1,4,2,3,1,0,0,1,1,0,1,1,A2,0.051769525,1,25,2,14
1,4,2,3,1,0,0,1,1,1,0,0,A2,0.145582254,1,93,12,39
1,4,2,3,1,0,0,1,1,1,0,1,A2,0.189941367,2,91,8,34
1,4,2,3,1,0,0,1,1,1,1,0,A2,0.74772401,7,239,30,67
1,4,2,3,1,0,0,1,1,1,1,1,A2,0.376309462,4,120,15,34
1,4,2,3,1,0,1,0,0,0,0,0,A2,0.694191909,7,333,56,62
1,4,2,3,1,0,1,0,0,0,0,1,A2,0.825144778,8,396,33,149
1,4,2,3,1,0,1,0,0,0,1,0,A2,0.239660166,2,115,10,43
1,4,2,3,1,0,1,0,0,0,1,1,A2,0.090325058,1,29,7,24
1,4,2,3,1,0,1,0,0,1,0,0,A2,0.294671868,3,47,12,27
1,4,2,3,1,0,1,0,0,1,0,1,A2,0.894111775,9,286,72,241
1,4,2,3,1,0,1,0,0,1,1,0,A2,0.832036775,8,133,67,150
1,4,2,3,1,0,1,0,0,1,1,1,A2,0.417393478,4,67,17,113
1,4,2,3,1,0,1,0,1,0,0,0,A2,0.075610621,1,24,3,14
1,4,2,3,1,0,1,0,1,0,0,1,A2,0.913586431,9,292,73,164
1,4,2,3,1,0,1,0,1,0,1,0,A2,0.921727548,9,295,37,83
1,4,2,3,1,0,1,0,1,0,1,1,A2,0.328142844,3,158,26,89
1,4,2,3,1,0,1,0,1,1,0,0,A2,0.53263843,5,170,21,48
1,4,2,3,1,0,1,0,1,1,0,1,A2,0.209005733,2,100,17,19
1,4,2,3,1,0,1,0,1,1,1,0,A2,0.749535206,7,360,30,202
1,4,2,3,1,0,1,0,1,1,1,1,A2,0.831058933,8,266,66,224
1,4,2,3,1,0,1,1,0,0,0,0,A2,0.830536197,8,532,66,75
1,4,2,3,1,0,1,1,0,0,0,1,A2,0.130527128,1,21,5,23
1,4,2,3,1,0,1,1,0,0,1,0,A2,0.251893042,3,161,10,23
1,4,2,3,1,0,1,1,0,0,1,1,A2,0.475477254,5,304,19,86
1,4,2,3,1,0,1,1,0,1,0,0,A2,0.501811489,5,241,20,45
1,4,2,3,1,0,1,1,0,1,0,1,A2,0.956883398,10,306,38,86
1,4,2,3,1,0,1,1,0,1,1,0,A2,0.467879665,5,150,19,84
1,4,2,3,1,0,1,1,0,1,1,1,A2,0.226002209,2,36,18,41
1,4,2,3,1,0,1,1,1,0,0,0,A2,0.788965627,8,379,32,71
1,4,2,3,1,0,1,1,1,0,0,1,A2,0.72564136,7,116,29,196
1,4,2,3,1,0,1,1,1,0,1,0,A2,0.319698748,3,205,26,29
1,4,2,3,1,0,1,1,1,0,1,1,A2,0.793741117,8,127,32,214
1,4,2,3,1,0,1,1,1,1,0,0,A2,0.800634429,8,512,64,216
1,4,2,3,1,0,1,1,1,1,0,1,A2,0.145142442,1,70,12,39
1,4,2,3,1,0,1,1,1,1,1,0,A2,0.665664373,7,107,53,120
1,4,2,3,1,0,1,1,1,1,1,1,A2,0.603671707,6,290,24,109
1,4,2,3,1,1,0,0,0,0,0,0,A2,0.875667997,9,560,35,236
1,4,2,3,1,1,0,0,0,0,0,1,A2,0.238053582,2,152,19,43
1,4,2,3,1,1,0,0,0,0,1,0,A2,0.668533669,7,214,53,120
1,4,2,3,1,1,0,0,0,0,1,1,A2,0.146456086,1,23,12,26
1,4,2,3,1,1,0,0,0,1,0,0,A4,0.914970061,9,586,37,247
1,4,2,3,1,1,0,0,0,1,0,1,A2,0.526283846,5,84,21,47
1,4,2,3,1,1,0,0,0,1,1,0,A4,0.714286444,7,343,29,129
1,4,2,3,1,1,0,0,0,1,1,1,A2,0.104792768,1,50,8,19
1,4,2,3,1,1,0,0,1,0,0,0,A2,0.212862863,2,34,17,38
1,4,2,3,1,1,0,0,1,0,0,1,A2,0.904055325,9,145,36,244
1,4,2,3,1,1,0,0,1,0,1,0,A2,0.812282825,8,520,32,73
1,4,2,3,1,1,0,0,1,0,1,1,A2,0.928802462,9,297,37,84
1,4,2,3,1,1,0,0,1,1,0,0,A4,0.43461961,4,278,17,39
1,4,2,3,1,1,0,0,1,1,0,1,A2,0.605171442,6,194,48,54
1,4,2,3,1,1,0,0,1,1,1,0,A4,0.033035543,0,16,1,9
1,4,2,3,1,1,0,0,1,1,1,1,A2,0.915141246,9,439,37,82
1,4,2,3,1,1,0,1,0,0,0,0,A2,0.476590991,5,153,38,43
1,4,2,3,1,1,0,1,0,0,0,1,A2,0.125238165,1,20,10,11
1,4,2,3,1,1,0,1,0,0,1,0,A2,0.589174393,6,283,47,106
1,4,2,3,1,1,0,1,0,0,1,1,A2,0.456076076,5,146,18,41
1,4,2,3,1,1,0,1,0,1,0,0,A2,0.974350826,10,156,39,175
1,4,2,3,1,1,0,1,0,1,0,1,A2,0.471544228,5,302,19,42
1,4,2,3,1,1,0,1,0,1,1,0,A2,0.690771991,7,332,28,124
1,4,2,3,1,1,0,1,0,1,1,1,A2,0.186140252,2,30,7,34
1,4,2,3,1,1,0,1,1,0,0,0,A2,0.338644168,3,217,14,91
1,4,2,3,1,1,0,1,1,0,0,1,A2,0.767750898,8,491,61,207
1,4,2,3,1,1,0,1,1,0,1,0,A2,0.097726485,1,47,4,26
1,4,2,3,1,1,0,1,1,0,1,1,A2,0.039479141,0,25,3,11
1,4,2,3,1,1,0,1,1,1,0,0,A2,0.658995476,7,316,53,119
1,4,2,3,1,1,0,1,1,1,0,1,A2,0.349562692,3,224,14,63
1,4,2,3,1,1,0,1,1,1,1,0,A2,0.256491727,3,82,21,46
1,4,2,3,1,1,0,1,1,1,1,1,A2,0.733549673,7,235,29,66
1,4,2,3,1,1,1,0,0,0,0,0,A2,0.847535658,8,542,34,229
1,4,2,3,1,1,1,0,0,0,0,1,A2,0.103204097,1,66,4,28
1,4,2,3,1,1,1,0,0,0,1,0,A2,0.85356965,9,137,34,230
1,4,2,3,1,1,1,0,0,0,1,1,A2,0.190626859,2,31,15,34
1,4,2,3,1,1,1,0,0,1,0,0,A4,0.372062725,4,179,30,100
1,4,2,3,1,1,1,0,0,1,0,1,A2,0.935182435,9,599,75,168
1,4,2,3,1,1,1,0,0,1,1,0,A4,0.757873126,8,121,30,68
1,4,2,3,1,1,1,0,0,1,1,1,A2,0.506769573,5,243,41,46
1,4,2,3,1,1,1,0,1,0,0,0,A2,0.012347896,0,2,1,2
1,4,2,3,1,1,1,0,1,0,0,1,A2,0.799475129,8,384,64,216
1,4,2,3,1,1,1,0,1,0,1,0,A2,0.664503633,7,106,27,60
1,4,2,3,1,1,1,0,1,0,1,1,A2,0.102845952,1,16,8,19
1,4,2,3,1,1,1,0,1,1,0,0,A4,0.67443575,7,216,54,182
1,4,2,3,1,1,1,0,1,1,0,1,A2,0.378721354,4,242,30,102
1,4,2,3,1,1,1,0,1,1,1,0,A4,0.139623065,1,45,6,25
1,4,2,3,1,1,1,0,1,1,1,1,A2,0.41730048,4,200,33,38
1,4,2,3,1,1,1,1,0,0,0,0,A2,0.444747086,4,71,18,120
1,4,2,3,1,1,1,1,0,0,0,1,A2,0.642038243,6,411,51,58
1,4,2,3,1,1,1,1,0,0,1,0,A2,0.228771724,2,37,18,21
1,4,2,3,1,1,1,1,0,0,1,1,A2,0.941113196,9,602,75,85
1,4,2,3,1,1,1,1,0,1,0,0,A2,0.034000276,0,22,3,3
1,4,2,3,1,1,1,1,0,1,0,1,A2,0.464353846,5,74,19,125
1,4,2,3,1,1,1,1,0,1,1,0,A2,0.397550664,4,191,32,107
1,4,2,3,1,1,1,1,0,1,1,1,A2,0.570487374,6,365,46,103
1,4,2,3,1,1,1,1,1,0,0,0,A2,0.587926671,6,188,47,106
1,4,2,3,1,1,1,1,1,0,0,1,A2,0.261105566,3,125,10,23
1,4,2,3,1,1,1,1,1,0,1,0,A2,0.270625184,3,87,22,49
1,4,2,3,1,1,1,1,1,0,1,1,A2,0.929741541,9,298,37,167
1,4,2,3,1,1,1,1,1,1,0,0,A2,0.664525779,7,319,27,179
1,4,2,3,1,1,1,1,1,1,0,1,A2,0.351615886,4,56,14,95
1,4,2,3,1,1,1,1,1,1,1,0,A2,0.93786997,9,300,75,169
1,4,2,3,1,1,1,1,1,1,1,1,A2,0.836340295,8,268,67,151
1,4,3,2,0,0,0,0,0,0,0,0,A2,0.547550805,5,88,49,44
1,4,3,2,0,0,0,0,0,0,0,1,A2,0.896512767,9,430,161,72
1,4,3,2,0,0,0,0,0,0,1,0,A2,0.155897177,2,25,14,6
1,4,3,2,0,0,0,0,0,0,1,1,A2,0.826312746,8,529,223,33
1,4,3,2,0,0,0,0,0,1,0,0,A2,0.283049874,3,181,51,23
1,4,3,2,0,0,0,0,0,1,0,1,A2,0.319081718,3,51,57,13
1,4,3,2,0,0,0,0,0,1,1,0,A2,0.31235317,3,200,56,25
1,4,3,2,0,0,0,0,0,1,1,1,A2,0.829087544,8,133,75,33
1,4,3,2,0,0,0,0,1,0,0,0,A2,0.642743484,6,206,116,51
1,4,3,2,0,0,0,0,1,0,0,1,A2,0.777705704,8,124,140,62
1,4,3,2,0,0,0,0,1,0,1,0,A2,0.418338097,4,268,113,33
1,4,3,2,0,0,0,0,1,0,1,1,A2,0.317726568,3,203,86,25
1,4,3,2,0,0,0,0,1,1,0,0,A2,0.124127098,1,60,34,5
1,4,3,2,0,0,0,0,1,1,0,1,A2,0.271047407,3,130,24,11
1,4,3,2,0,0,0,0,1,1,1,0,A2,0.131382714,1,63,24,11
