A1,A2,A3,A4,PrestateA1,PrestateA2,PrestateA3,PrestateA4,BacknodeA1,BacknodeA2,BacknodeA3,BacknodeA4,Light
38,10,171,609,0,0,0,1,0,1,1,0,A4
9,1,19,34,0,0,0,1,0,1,1,1,A4
18,4,120,284,0,0,0,1,1,0,0,0,A4
25,6,56,397,0,0,0,1,1,0,0,1,A3
22,6,100,355,0,0,0,1,1,0,1,0,A4
39,10,267,632,0,0,0,1,1,0,1,1,A4
37,9,248,441,0,0,0,1,1,1,0,0,A4
25,3,83,49,0,0,0,1,1,1,0,1,A3
32,8,73,389,0,0,0,1,1,1,1,0,A4
76,10,86,609,0,0,0,1,1,1,1,1,A4
4,1,9,49,0,0,1,0,0,0,0,0,A4
5,1,34,61,0,0,1,0,0,0,0,1,A4
17,4,38,204,0,0,1,0,0,0,1,0,A4
37,5,123,73,0,0,1,0,0,0,1,1,A4
25,6,111,197,0,0,1,0,0,1,0,0,A4
36,9,163,291,0,0,1,0,0,1,0,1,A4
11,3,49,86,0,0,1,0,0,1,1,0,A4
9,1,10,72,0,0,1,0,0,1,1,1,A4
10,2,67,159,0,0,1,0,1,0,0,0,A4
70,9,79,422,0,0,1,0,1,0,0,1,A4
31,8,140,374,0,0,1,0,1,0,1,0,A4
30,7,133,355,0,0,1,0,1,0,1,1,A4
26,6,117,104,0,0,1,0,1,1,0,0,A4
29,7,194,230,0,0,1,0,1,1,0,1,A4
70,9,236,560,0,0,1,0,1,1,1,0,A4
19,5,127,301,0,0,1,0,1,1,1,1,A4
53,7,120,320,0,0,1,1,0,0,0,0,A4
33,8,148,527,0,0,1,1,0,0,0,1,A4
7,2,46,82,0,0,1,1,0,0,1,0,A4
10,2,45,80,0,0,1,1,0,0,1,1,A4
3,1,6,43,0,0,1,1,0,1,0,0,A4
7,2,17,30,0,0,1,1,0,1,0,1,A4
22,5,49,87,0,0,1,1,0,1,1,0,A4
15,4,103,184,0,0,1,1,0,1,1,1,A4
60,8,203,120,0,0,1,1,1,0,0,0,A4
49,6,167,297,0,0,1,1,1,0,0,1,A4
20,5,45,159,0,0,1,1,1,0,1,0,A4
15,2,52,31,0,0,1,1,1,0,1,1,A4
30,8,204,242,0,0,1,1,1,1,0,0,A4
68,9,77,408,0,0,1,1,1,1,0,1,A4
19,5,130,154,0,0,1,1,1,1,1,0,A4
38,9,256,303,0,0,1,1,1,1,1,1,A4
23,3,79,140,0,1,0,0,0,0,0,0,A4
22,3,73,129,0,1,0,0,0,0,0,1,A4
35,9,78,553,0,1,0,0,0,0,1,0,A4
28,7,63,223,0,1,0,0,0,0,1,1,A4
7,2,32,29,0,1,0,0,0,1,0,0,A4
19,5,129,153,0,1,0,0,0,1,0,1,A4
25,6,172,305,0,1,0,0,0,1,1,0,A4
21,5,95,336,0,1,0,0,0,1,1,1,A4
7,1,8,29,0,1,0,0,1,0,0,0,A4
15,4,100,178,0,1,0,0,1,0,0,1,A4
59,7,199,471,0,1,0,0,1,0,1,0,A4
1,0,3,11,0,1,0,0,1,0,1,1,A4
31,8,69,123,0,1,0,0,1,1,0,0,A4
3,0,7,18,0,1,0,0,1,1,0,1,A4
27,7,123,327,0,1,0,0,1,1,1,0,A4
11,1,37,66,0,1,0,0,1,1,1,1,A4
25,6,56,99,0,1,0,1,0,0,0,0,A4
34,8,76,543,0,1,0,1,0,0,0,1,A3
19,2,63,150,0,1,0,1,0,0,1,0,A4
37,9,168,299,0,1,0,1,0,0,1,1,A4
30,8,68,481,0,1,0,1,0,1,0,0,A4
72,9,81,144,0,1,0,1,0,1,0,1,A3
67,8,151,404,0,1,0,1,0,1,1,0,A4
24,6,165,391,0,1,0,1,0,1,1,1,A4
19,2,22,115,0,1,0,1,1,0,0,0,A4
15,2,17,119,0,1,0,1,1,0,0,1,A3
78,10,176,627,0,1,0,1,1,0,1,0,A4
72,9,163,580,0,1,0,1,1,0,1,1,A4
78,10,175,466,0,1,0,1,1,1,0,0,A4
72,9,242,431,0,1,0,1,1,1,0,1,A3
34,8,76,538,0,1,0,1,1,1,1,0,A4
25,3,28,101,0,1,0,1,1,1,1,1,A4
7,2,15,27,0,1,1,0,0,0,0,0,A4
29,7,66,234,0,1,1,0,0,0,0,1,A4
13,2,45,107,0,1,1,0,0,0,1,0,A4
17,4,114,270,0,1,1,0,0,0,1,1,A4
25,6,166,196,0,1,1,0,0,1,0,0,A4
76,9,256,606,0,1,1,0,0,1,0,1,A4
36,9,242,430,0,1,1,0,0,1,1,0,A4
34,4,114,68,0,1,1,0,0,1,1,1,A4
6,1,7,24,0,1,1,0,1,0,0,0,A4
41,5,93,249,0,1,1,0,1,0,0,1,A4
36,9,161,573,0,1,1,0,1,0,1,0,A4
51,6,114,101,0,1,1,0,1,0,1,1,A4
40,5,90,159,0,1,1,0,1,1,0,0,A4
20,3,68,161,0,1,1,0,1,1,0,1,A4
11,3,74,88,0,1,1,0,1,1,1,0,A4
45,6,151,179,0,1,1,0,1,1,1,1,A4
22,5,48,172,0,1,1,1,0,0,0,0,A4
53,7,177,316,0,1,1,1,0,0,0,1,A4
15,4,69,246,0,1,1,1,0,0,1,0,A4
14,2,47,111,0,1,1,1,0,0,1,1,A4
44,5,148,87,0,1,1,1,0,1,0,0,A4
34,8,152,404,0,1,1,1,0,1,0,1,A4
13,2,43,51,0,1,1,1,0,1,1,0,A4
9,2,40,108,0,1,1,1,0,1,1,1,A4
2,1,16,38,0,1,1,1,1,0,0,0,A4
24,3,27,141,0,1,1,1,1,0,0,1,A4
10,3,23,162,0,1,1,1,1,0,1,0,A4
40,5,89,237,0,1,1,1,1,0,1,1,A4
12,3,27,95,0,1,1,1,1,1,0,0,A4
23,6,53,188,0,1,1,1,1,1,0,1,A4
11,3,48,170,0,1,1,1,1,1,1,0,A4
12,3,84,50,0,1,1,1,1,1,1,1,A4
15,4,66,117,1,0,0,0,0,0,0,0,A4
46,6,104,276,1,0,0,0,0,0,0,1,A4
47,6,53,94,1,0,0,0,0,0,1,0,A4
11,3,77,45,1,0,0,0,0,0,1,1,A4
59,7,198,117,1,0,0,0,0,1,0,0,A4
6,1,13,47,1,0,0,0,0,1,0,1,A4
30,7,200,355,1,0,0,0,0,1,1,0,A4
42,5,47,84,1,0,0,0,0,1,1,1,A4
35,9,78,557,1,0,0,0,1,0,0,0,A4
58,7,196,116,1,0,0,0,1,0,0,1,A4
24,3,54,48,1,0,0,0,1,0,1,0,A4
22,5,98,87,1,0,0,0,1,0,1,1,A4
14,4,95,169,1,0,0,0,1,1,0,0,A4
74,9,166,295,1,0,0,0,1,1,0,1,A4
22,3,49,132,1,0,0,0,1,1,1,0,A4
36,5,122,289,1,0,0,0,1,1,1,1,A4
73,9,83,294,1,0,0,1,0,0,0,0,A4
28,7,125,111,1,0,0,1,0,0,0,1,A3
37,5,124,221,1,0,0,1,0,0,1,0,A4
19,2,63,111,1,0,0,1,0,0,1,1,A4
8,1,9,65,1,0,0,1,0,1,0,0,A4
14,2,15,109,1,0,0,1,0,1,0,1,A3
42,5,47,84,1,0,0,1,0,1,1,0,A4
27,3,62,219,1,0,0,1,0,1,1,1,A4
33,8,224,399,1,0,0,1,1,0,0,0,A4
27,7,62,220,1,0,0,1,1,0,0,1,A3
20,2,22,79,1,0,0,1,1,0,1,0,A4
29,7,130,116,1,0,0,1,1,0,1,1,A4
11,1,36,86,1,0,0,1,1,1,0,0,A4
49,6,55,98,1,0,0,1,1,1,0,1,A3
12,1,13,46,1,0,0,1,1,1,1,0,A4
6,1,13,89,1,0,0,1,1,1,1,1,A4
5,1,18,11,1,0,1,0,0,0,0,0,A4
21,5,96,342,1,0,1,0,0,0,0,1,A4
60,8,203,482,1,0,1,0,0,0,1,0,A4
64,8,215,510,1,0,1,0,0,0,1,1,A4
11,3,25,44,1,0,1,0,0,1,0,0,A4
75,9,84,149,1,0,1,0,0,1,0,1,A4
13,3,58,51,1,0,1,0,0,1,1,0,A4
21,5,48,170,1,0,1,0,0,1,1,1,A4
2,0,3,5,1,0,1,0,1,0,0,0,A4
14,4,32,230,1,0,1,0,1,0,0,1,A4
32,4,36,129,1,0,1,0,1,0,1,0,A4
12,3,54,96,1,0,1,0,1,0,1,1,A4
4,1,8,56,1,0,1,0,1,1,0,0,A4
25,6,55,295,1,0,1,0,1,1,0,1,A4
37,9,166,148,1,0,1,0,1,1,1,0,A4
63,8,212,503,1,0,1,0,1,1,1,1,A4
56,7,63,224,1,0,1,1,0,0,0,0,A4
12,3,27,95,1,0,1,1,0,0,0,1,A4
13,3,60,215,1,0,1,1,0,0,1,0,A4
23,6,152,90,1,0,1,1,0,0,1,1,A4
9,2,40,107,1,0,1,1,0,1,0,0,A4
50,6,57,402,1,0,1,1,0,1,0,1,A4
50,6,56,198,1,0,1,1,0,1,1,0,A4
3,1,14,37,1,0,1,1,0,1,1,1,A4
17,2,57,34,1,0,1,1,1,0,0,0,A4
31,4,71,188,1,0,1,1,1,0,0,1,A4
55,7,123,110,1,0,1,1,1,0,1,0,A4
32,8,217,386,1,0,1,1,1,0,1,1,A4
11,3,77,138,1,0,1,1,1,1,0,0,A4
49,6,165,294,1,0,1,1,1,1,0,1,A4
17,4,117,139,1,0,1,1,1,1,1,0,A4
15,2,33,89,1,0,1,1,1,1,1,1,A4
11,1,12,44,1,1,0,0,0,0,0,0,A4
77,10,261,155,1,1,0,0,0,0,0,1,A4
17,4,114,271,1,1,0,0,0,0,1,0,A4
60,7,67,120,1,1,0,0,0,0,1,1,A4
33,8,222,132,1,1,0,0,0,1,0,0,A4
14,4,64,57,1,1,0,0,0,1,0,1,A4
14,3,62,165,1,1,0,0,0,1,1,0,A4
20,5,134,239,1,1,0,0,0,1,1,1,A4
1,0,2,12,1,1,0,0,1,0,0,0,A4
17,2,19,34,1,1,0,0,1,0,0,1,A4
64,8,72,255,1,1,0,0,1,0,1,0,A4
64,8,143,254,1,1,0,0,1,0,1,1,A4
10,2,22,80,1,1,0,0,1,1,0,0,A4
1,0,4,10,1,1,0,0,1,1,0,1,A4
14,2,47,28,1,1,0,0,1,1,1,0,A4
12,3,26,46,1,1,0,0,1,1,1,1,A4
1,0,3,12,1,1,0,1,0,0,0,0,A4
21,5,48,170,1,1,0,1,0,0,0,1,A3
2,0,5,13,1,1,0,1,0,0,1,0,A4
18,4,121,143,1,1,0,1,0,0,1,1,A4
7,2,15,55,1,1,0,1,0,1,0,0,A4
76,10,86,153,1,1,0,1,0,1,0,1,A3
26,6,175,208,1,1,0,1,0,1,1,0,A4
9,2,63,75,1,1,0,1,0,1,1,1,A4
33,8,220,260,1,1,0,1,1,0,0,0,A4
6,1,40,48,1,1,0,1,1,0,0,1,A3
10,2,22,78,1,1,0,1,1,0,1,0,A4
74,9,248,442,1,1,0,1,1,0,1,1,A4
17,2,37,99,1,1,0,1,1,1,0,0,A4
66,8,148,527,1,1,0,1,1,1,0,1,A3
13,3,86,204,1,1,0,1,1,1,1,0,A4
28,7,127,226,1,1,0,1,1,1,1,1,A4
4,1,24,29,1,1,1,0,0,0,0,0,A4
25,6,111,296,1,1,1,0,0,0,0,1,A4
36,4,80,142,1,1,1,0,0,0,1,0,A4
25,3,84,50,1,1,1,0,0,0,1,1,A4
15,4,67,180,1,1,1,0,0,1,0,0,A4
21,5,48,257,1,1,1,0,0,1,0,1,A4
45,6,100,178,1,1,1,0,0,1,1,0,A4
15,4,103,61,1,1,1,0,0,1,1,1,A4
38,5,129,77,1,1,1,0,1,0,0,0,A4
7,2,45,81,1,1,1,0,1,0,0,1,A4
67,8,227,539,1,1,1,0,1,0,1,0,A4
68,8,76,135,1,1,1,0,1,0,1,1,A4
19,5,84,300,1,1,1,0,1,1,0,0,A4
73,9,164,291,1,1,1,0,1,1,0,1,A4
17,2,56,133,1,1,1,0,1,1,1,0,A4
73,9,83,147,1,1,1,0,1,1,1,1,A4
53,7,179,424,1,1,1,1,0,0,0,0,A4
27,7,182,215,1,1,1,1,0,0,0,1,A4
63,8,141,376,1,1,1,1,0,0,1,0,A4
44,6,50,353,1,1,1,1,0,0,1,1,A4
61,8,206,122,1,1,1,1,0,1,0,0,A4
52,6,58,311,1,1,1,1,0,1,0,1,A4
21,5,47,335,1,1,1,1,0,1,1,0,A4
8,1,26,30,1,1,1,1,0,1,1,1,A4
34,9,154,274,1,1,1,1,1,0,0,0,A4
37,9,84,447,1,1,1,1,1,0,0,1,A4
54,7,182,431,1,1,1,1,1,0,1,0,A4
1,0,5,13,1,1,1,1,1,0,1,1,A4
27,7,123,438,1,1,1,1,1,1,0,0,A4
20,5,45,81,1,1,1,1,1,1,0,1,A4
25,3,85,202,1,1,1,1,1,1,1,0,A4
17,4,118,70,1,1,1,1,1,1,1,1,A4
31,8,124,70,0,0,0,0,0,0,0,0,A3
11,1,22,37,0,0,0,0,0,0,0,1,A3
53,7,212,60,0,0,0,0,0,0,1,0,A3
18,2,36,40,0,0,0,0,0,0,1,1,A3
17,4,265,75,0,0,0,0,0,1,0,0,A3
5,1,21,18,0,0,0,0,0,1,0,1,A3
8,2,95,18,0,0,0,0,0,1,1,0,A3
33,4,66,112,0,0,0,0,0,1,1,1,A3
62,8,373,70,0,0,0,0,1,0,0,0,A3
21,3,83,70,0,0,0,0,1,0,0,1,A3
12,1,23,26,0,0,0,0,1,0,1,0,A3
14,3,162,91,0,0,0,0,1,0,1,1,A3
7,2,53,15,0,0,0,0,1,1,0,0,A3
5,1,30,11,0,0,0,0,1,1,0,1,A3
27,7,433,183,0,0,0,0,1,1,1,0,A3
25,6,198,167,0,0,0,0,1,1,1,1,A3
14,2,58,32,0,0,0,1,0,0,0,0,A3
21,3,168,24,0,0,0,1,0,0,0,1,A3
4,1,66,19,0,0,0,1,0,0,1,0,A3
65,8,129,73,0,0,0,1,0,0,1,1,A3
20,5,237,133,0,0,0,1,0,1,0,0,A3
10,2,39,22,0,0,0,1,0,1,0,1,A3
35,4,211,79,0,0,0,1,0,1,1,0,A3
23,3,182,26,0,0,0,1,0,1,1,1,A3
28,7,227,127,0,0,0,1,1,0,0,0,A3
6,1,92,26,0,0,0,1,1,0,0,1,A3
8,2,126,18,0,0,0,1,1,0,1,0,A3
28,3,168,63,0,0,0,1,1,0,1,1,A3
9,2,35,39,0,0,0,1,1,1,0,0,A3
10,2,154,43,0,0,0,1,1,1,0,1,A3
17,4,205,115,0,0,0,1,1,1,1,0,A3
27,7,322,60,0,0,0,1,1,1,1,1,A3
20,3,82,46,0,0,1,0,0,0,0,0,A3
21,5,169,142,0,0,1,0,0,0,0,1,A3
39,10,470,176,0,0,1,0,0,0,1,0,A4
52,7,420,177,0,0,1,0,0,0,1,1,A3
16,2,129,55,0,0,1,0,0,1,0,0,A3
44,5,87,49,0,0,1,0,0,1,0,1,A3
28,7,340,191,0,0,1,0,0,1,1,0,A4
19,2,37,63,0,0,1,0,0,1,1,1,A3
9,2,36,40,0,0,1,0,1,0,0,0,A3
62,8,249,140,0,0,1,0,1,0,0,1,A3
35,4,277,117,0,0,1,0,1,0,1,0,A4
3,0,23,9,0,0,1,0,1,0,1,1,A3
53,7,320,120,0,0,1,0,1,1,0,0,A3
15,4,124,104,0,0,1,0,1,1,0,1,A3
23,3,138,78,0,0,1,0,1,1,1,0,A4
21,5,332,47,0,0,1,0,1,1,1,1,A3
33,8,532,225,0,0,1,1,0,0,0,0,A3
29,4,59,33,0,0,1,1,0,0,0,1,A3
43,5,344,145,0,0,1,1,0,0,1,0,A3
32,8,388,218,0,0,1,1,0,0,1,1,A3
12,1,92,26,0,0,1,1,0,1,0,0,A3
40,5,80,136,0,0,1,1,0,1,0,1,A3
29,7,114,64,0,0,1,1,0,1,1,0,A3
38,9,452,169,0,0,1,1,0,1,1,1,A3
23,6,363,51,0,0,1,1,1,0,0,0,A3
24,6,95,161,0,0,1,1,1,0,0,1,A3
10,2,76,21,0,0,1,1,1,0,1,0,A3
6,1,45,13,0,0,1,1,1,0,1,1,A3
15,2,31,17,0,0,1,1,1,1,0,0,A3
13,3,156,59,0,0,1,1,1,1,0,1,A3
34,4,206,77,0,0,1,1,1,1,1,0,A3
69,9,138,78,0,0,1,1,1,1,1,1,A3
38,9,452,85,0,1,0,0,0,0,0,0,A3
40,5,81,137,0,1,0,0,0,0,0,1,A3
12,1,69,39,0,1,0,0,0,0,1,0,A3
35,9,564,79,0,1,0,0,0,0,1,1,A3
1,0,10,6,0,1,0,0,0,1,0,0,A3
52,7,105,177,0,1,0,0,0,1,0,1,A3
55,7,443,125,0,1,0,0,0,1,1,0,A3
0,0,0,0,0,1,0,0,0,1,1,1,A3
19,5,226,127,0,1,0,0,1,0,0,0,A3
33,8,132,222,0,1,0,0,1,0,0,1,A3
11,3,171,48,0,1,0,0,1,0,1,0,A3
30,8,365,205,0,1,0,0,1,0,1,1,A3
24,3,47,53,0,1,0,0,1,1,0,0,A3
48,6,191,161,0,1,0,0,1,1,0,1,A3
30,7,477,134,0,1,0,0,1,1,1,0,A3
15,4,246,104,0,1,0,0,1,1,1,1,A3
78,10,471,88,0,1,0,1,0,0,0,0,A3
15,4,186,70,0,1,0,1,0,0,0,1,A3
46,6,183,103,0,1,0,1,0,0,1,0,A3
13,2,27,15,0,1,0,1,0,0,1,1,A3
16,2,31,35,0,1,0,1,0,1,0,0,A3
39,10,625,88,0,1,0,1,0,1,0,1,A3
34,9,272,153,0,1,0,1,0,1,1,0,A3
8,2,67,37,0,1,0,1,0,1,1,1,A3
35,4,140,79,0,1,0,1,1,0,0,0,A3
23,3,185,26,0,1,0,1,1,0,0,1,A3
39,10,627,264,0,1,0,1,1,0,1,0,A3
22,5,174,49,0,1,0,1,1,0,1,1,A3
78,10,155,175,0,1,0,1,1,1,0,0,A3
29,4,116,33,0,1,0,1,1,1,0,1,A3
5,1,18,15,0,1,0,1,1,1,1,0,A3
34,9,409,230,0,1,0,1,1,1,1,1,A3
6,2,76,29,0,1,1,0,0,0,0,0,A3
22,5,86,146,0,1,1,0,0,0,0,1,A3
28,4,114,64,0,1,1,0,0,0,1,0,A4
76,9,453,85,0,1,1,0,0,0,1,1,A3
35,4,138,78,0,1,1,0,0,1,0,0,A3
24,6,376,159,0,1,1,0,0,1,0,1,A3
5,1,9,5,0,1,1,0,0,1,1,0,A4
26,3,157,59,0,1,1,0,0,1,1,1,A3
64,8,128,144,0,1,1,0,1,0,0,0,A3
64,8,128,72,0,1,1,0,1,0,0,1,A3
13,3,201,56,0,1,1,0,1,0,1,0,A4
47,6,283,159,0,1,1,0,1,0,1,1,A3
1,0,14,3,0,1,1,0,1,1,0,0,A3
68,9,136,154,0,1,1,0,1,1,0,1,A3
1,0,18,3,0,1,1,0,1,1,1,0,A4
2,1,10,17,0,1,1,0,1,1,1,1,A3
6,2,99,42,0,1,1,1,0,0,0,0,A3
23,3,46,26,0,1,1,1,0,0,0,1,A3
9,2,35,20,0,1,1,1,0,0,1,0,A3
13,3,52,88,0,1,1,1,0,0,1,1,A3
13,2,75,42,0,1,1,1,0,1,0,0,A3
7,1,13,7,0,1,1,1,0,1,0,1,A3
36,4,72,40,0,1,1,1,0,1,1,0,A3
7,1,27,8,0,1,1,1,0,1,1,1,A3
30,4,237,67,0,1,1,1,1,0,0,0,A3
79,10,632,89,0,1,1,1,1,0,0,1,A3
22,6,269,151,0,1,1,1,1,0,1,0,A3
1,0,10,1,0,1,1,1,1,0,1,1,A3
53,7,106,60,0,1,1,1,1,1,0,0,A3
71,9,426,160,0,1,1,1,1,1,0,1,A3
21,5,164,46,0,1,1,1,1,1,1,0,A3
9,2,36,20,0,1,1,1,1,1,1,1,A3
29,7,464,131,1,0,0,0,0,0,0,0,A3
22,3,175,49,1,0,0,0,0,0,0,1,A3
36,4,215,40,1,0,0,0,0,0,1,0,A3
56,7,226,190,1,0,0,0,0,0,1,1,A3
10,2,116,22,1,0,0,0,0,1,0,0,A3
5,1,40,11,1,0,0,0,0,1,0,1,A3
65,8,131,147,1,0,0,0,0,1,1,0,A3
16,2,65,18,1,0,0,0,0,1,1,1,A3
16,4,127,36,1,0,0,0,1,0,0,0,A3
3,0,10,6,1,0,0,0,1,0,0,1,A3
5,1,36,20,1,0,0,0,1,0,1,0,A3
77,10,615,87,1,0,0,0,1,0,1,1,A3
78,10,468,88,1,0,0,0,1,1,0,0,A3
13,3,107,91,1,0,0,0,1,1,0,1,A3
17,2,135,57,1,0,0,0,1,1,1,0,A3
34,8,270,228,1,0,0,0,1,1,1,1,A3
2,0,20,8,1,0,0,1,0,0,0,0,A3
3,1,12,19,1,0,0,1,0,0,0,1,A3
6,1,48,20,1,0,0,1,0,0,1,0,A3
14,4,112,63,1,0,0,1,0,0,1,1,A3
61,8,243,68,1,0,0,1,0,1,0,0,A3
50,6,101,57,1,0,0,1,0,1,0,1,A3
60,7,359,202,1,0,0,1,0,1,1,0,A3
11,1,22,25,1,0,0,1,0,1,1,1,A3
19,5,77,129,1,0,0,1,1,0,0,0,A3
39,5,155,43,1,0,0,1,1,0,0,1,A3
13,3,154,87,1,0,0,1,1,0,1,0,A3
60,7,120,135,1,0,0,1,1,0,1,1,A3
36,9,435,163,1,0,0,1,1,1,0,0,A3
27,7,327,184,1,0,0,1,1,1,0,1,A3
0,0,1,0,1,0,0,1,1,1,1,0,A3
22,6,88,99,1,0,0,1,1,1,1,1,A3
5,1,20,11,1,0,1,0,0,0,0,0,A3
36,4,143,40,1,0,1,0,0,0,0,1,A3
2,0,4,6,1,0,1,0,0,0,1,0,A4
3,1,49,7,1,0,1,0,0,0,1,1,A3
36,4,142,40,1,0,1,0,0,1,0,0,A3
70,9,558,157,1,0,1,0,0,1,0,1,A3
29,7,231,195,1,0,1,0,0,1,1,0,A4
22,6,264,99,1,0,1,0,0,1,1,1,A3
74,9,147,83,1,0,1,0,1,0,0,0,A3
68,9,544,230,1,0,1,0,1,0,0,1,A3
38,10,462,173,1,0,1,0,1,0,1,0,A4
23,3,140,26,1,0,1,0,1,0,1,1,A3
1,0,21,9,1,0,1,0,1,1,0,0,A3
34,8,135,228,1,0,1,0,1,1,0,1,A3
79,10,158,266,1,0,1,0,1,1,1,0,A4
18,4,282,119,1,0,1,0,1,1,1,1,A3
14,3,164,61,1,0,1,1,0,0,0,0,A3
32,8,127,143,1,0,1,1,0,0,0,1,A3
63,8,376,211,1,0,1,1,0,0,1,0,A3
26,7,417,59,1,0,1,1,0,0,1,1,A3
18,5,220,41,1,0,1,1,0,1,0,0,A3
21,5,86,96,1,0,1,1,0,1,0,1,A3
1,0,4,7,1,0,1,1,0,1,1,0,A3
75,9,600,253,1,0,1,1,0,1,1,1,A3
59,7,234,198,1,0,1,1,1,0,0,0,A3
26,7,418,59,1,0,1,1,1,0,0,1,A3
23,3,138,52,1,0,1,1,1,0,1,0,A3
30,8,121,136,1,0,1,1,1,0,1,1,A3
19,5,309,43,1,0,1,1,1,1,0,0,A3
69,9,138,77,1,0,1,1,1,1,0,1,A3
14,2,54,46,1,0,1,1,1,1,1,0,A3
52,6,310,174,1,0,1,1,1,1,1,1,A3
39,10,474,267,1,1,0,0,0,0,0,0,A3
75,9,151,170,1,1,0,0,0,0,0,1,A3
4,1,57,8,1,1,0,0,0,0,1,0,A3
52,6,310,116,1,1,0,0,0,0,1,1,A3
12,3,46,52,1,1,0,0,0,1,0,0,A3
12,3,93,78,1,1,0,0,0,1,0,1,A3
11,3,89,25,1,1,0,0,0,1,1,0,A3
4,1,26,10,1,1,0,0,0,1,1,1,A3
36,9,288,162,1,1,0,0,1,0,0,0,A3
24,6,195,110,1,1,0,0,1,0,0,1,A3
6,1,23,13,1,1,0,0,1,0,1,0,A3
71,9,569,240,1,1,0,0,1,0,1,1,A3
16,4,65,74,1,1,0,0,1,1,0,0,A3
23,6,184,103,1,1,0,0,1,1,0,1,A3
31,4,183,34,1,1,0,0,1,1,1,0,A3
20,3,80,45,1,1,0,0,1,1,1,1,A3
5,1,20,34,1,1,0,1,0,0,0,0,A3
45,6,181,102,1,1,0,1,0,0,0,1,A3
1,0,6,6,1,1,0,1,0,0,1,0,A3
19,5,75,42,1,1,0,1,0,0,1,1,A3
3,0,24,10,1,1,0,1,0,1,0,0,A3
53,7,420,59,1,1,0,1,0,1,0,1,A3
63,8,252,212,1,1,0,1,0,1,1,0,A3
4,1,50,19,1,1,0,1,0,1,1,1,A3
22,6,353,149,1,1,0,1,1,0,0,0,A3
13,2,26,14,1,1,0,1,1,0,0,1,A3
66,8,133,224,1,1,0,1,1,0,1,0,A3
10,2,39,66,1,1,0,1,1,0,1,1,A3
17,4,67,114,1,1,0,1,1,1,0,0,A3
73,9,435,245,1,1,0,1,1,1,0,1,A3
0,0,7,2,1,1,0,1,1,1,1,0,A3
32,8,385,145,1,1,0,1,1,1,1,1,A3
13,3,51,29,1,1,1,0,0,0,0,0,A3
25,6,401,56,1,1,1,0,0,0,0,1,A3
15,4,247,69,1,1,1,0,0,0,1,0,A4
1,0,22,9,1,1,1,0,0,0,1,1,A3
13,3,106,59,1,1,1,0,0,1,0,0,A3
10,1,59,22,1,1,1,0,0,1,0,1,A3
1,0,8,1,1,1,1,0,0,1,1,0,A4
13,3,209,29,1,1,1,0,0,1,1,1,A3
17,4,138,116,1,1,1,0,1,0,0,0,A3
33,8,391,147,1,1,1,0,1,0,0,1,A3
7,2,85,48,1,1,1,0,1,0,1,0,A4
21,3,170,24,1,1,1,0,1,0,1,1,A3
37,9,592,83,1,1,1,0,1,1,0,0,A3
26,3,156,59,1,1,1,0,1,1,0,1,A3
1,0,12,2,1,1,1,0,1,1,1,0,A4
9,2,69,39,1,1,1,0,1,1,1,1,A3
39,10,621,262,1,1,1,1,0,0,0,0,A3
20,5,327,92,1,1,1,1,0,0,0,1,A3
21,5,166,94,1,1,1,1,0,0,1,0,A3
9,2,68,58,1,1,1,1,0,0,1,1,A3
4,1,17,28,1,1,1,1,0,1,0,0,A3
32,8,254,214,1,1,1,1,0,1,0,1,A3
64,8,385,216,1,1,1,1,0,1,1,0,A3
36,9,571,241,1,1,1,1,0,1,1,1,A3
26,7,423,60,1,1,1,1,1,0,0,0,A3
23,6,278,156,1,1,1,1,1,0,0,1,A3
16,2,65,55,1,1,1,1,1,0,1,0,A3
32,8,127,71,1,1,1,1,1,0,1,1,A3
57,7,228,192,1,1,1,1,1,1,0,0,A3
8,2,66,55,1,1,1,1,1,1,0,1,A3
76,9,303,256,1,1,1,1,1,1,1,0,A3
0,0,0,0,1,1,1,1,1,1,1,1,A3
28,62,7,443,0,0,0,0,0,0,0,0,A4
10,67,2,79,0,0,0,0,0,0,0,1,A4
66,75,8,531,0,0,0,0,0,0,1,0,A4
25,29,3,102,0,0,0,0,0,0,1,1,A4
57,129,7,229,0,0,0,0,0,1,0,0,A4
3,6,1,20,0,0,0,0,0,1,0,1,A4
71,160,9,569,0,0,0,0,0,1,1,0,A4
22,73,3,172,0,0,0,0,0,1,1,1,A4
55,123,7,219,0,0,0,0,1,0,0,0,A4
25,110,6,294,0,0,0,0,1,0,0,1,A4
67,151,8,536,0,0,0,0,1,0,1,0,A4
54,122,7,216,0,0,0,0,1,0,1,1,A4
50,170,6,303,0,0,0,0,1,1,0,0,A4
5,18,1,42,0,0,0,0,1,1,0,1,A4
31,140,8,373,0,0,0,0,1,1,1,0,A4
13,30,3,216,0,0,0,0,1,1,1,1,A4
16,108,4,64,0,0,0,1,0,0,0,0,A4
66,74,8,131,0,0,0,1,0,0,0,1,A2
30,136,8,484,0,0,0,1,0,0,1,0,A4
27,123,7,219,0,0,0,1,0,0,1,1,A2
12,55,3,147,0,0,0,1,0,1,0,0,A4
12,82,3,97,0,0,0,1,0,1,0,1,A4
1,6,0,11,0,0,0,1,0,1,1,0,A4
33,37,4,262,0,0,0,1,0,1,1,1,A4
36,81,9,434,0,0,0,1,1,0,0,0,A4
